Wave;Sample;Dark;Reference
406.253;317.486;114.300;0.000
406.418;238.460;87.100;0.000
406.582;258.935;94.000;0.000
406.747;231.654;77.300;0.000
406.912;214.848;64.800;0.000
407.076;263.975;114.400;0.000
407.241;182.900;104.400;0.000
407.406;234.374;99.400;0.000
407.570;214.343;99.700;0.000
407.735;247.525;99.200;0.000
407.899;259.763;90.700;0.000
408.064;215.452;115.400;0.000
408.228;283.509;111.000;0.000
408.393;268.119;101.300;0.000
408.558;250.016;109.600;0.000
408.722;181.498;74.600;0.000
408.887;265.796;82.600;0.000
409.051;213.801;79.800;0.000
409.216;268.869;123.200;0.000
409.380;238.682;71.100;0.000
409.545;251.416;105.000;0.000
409.709;275.871;109.600;0.000
409.874;208.187;83.200;0.000
410.038;304.747;103.400;0.000
410.203;306.329;109.200;0.000
410.367;219.724;79.800;0.000
410.532;229.284;99.600;0.000
410.696;281.329;96.200;0.000
410.861;207.280;94.800;0.000
411.025;232.978;100.600;0.000
411.190;172.539;47.200;0.000
411.354;213.281;85.200;0.000
411.519;207.590;89.600;0.000
411.683;214.979;82.700;0.000
411.848;191.295;94.900;0.000
412.012;248.108;125.200;0.000
412.176;236.888;86.500;0.000
412.341;257.710;104.000;0.000
412.505;242.885;93.200;0.000
412.670;254.202;84.400;0.000
412.834;294.831;109.700;0.000
412.998;210.146;88.500;0.000
413.163;270.683;105.300;0.000
413.327;241.969;100.800;0.000
413.492;259.666;101.600;0.000
413.656;214.481;94.000;0.000
413.820;289.889;132.700;0.000
413.985;261.021;92.600;0.000
414.149;252.442;69.500;0.000
414.313;366.354;101.200;0.000
414.478;389.148;184.900;0.000
414.642;737.975;310.600;0.000
414.806;2303.237;1027.700;0.000
414.971;6449.180;2681.200;0.000
415.135;5322.602;1624.300;0.000
415.299;1169.091;338.100;0.000
415.463;923.681;350.800;0.000
415.628;1133.439;366.200;0.000
415.792;525.424;156.300;0.000
415.956;238.763;93.300;0.000
416.120;274.991;84.500;0.000
416.285;217.694;90.500;0.000
416.449;269.640;89.200;0.000
416.613;228.492;81.700;0.000
416.777;243.140;105.600;0.000
416.942;356.789;147.100;0.000
417.106;517.678;219.600;0.000
417.270;1009.142;393.100;0.000
417.434;1143.678;374.400;0.000
417.599;477.527;152.600;0.000
417.763;352.873;110.800;0.000
417.927;574.565;227.700;0.000
418.091;1350.147;569.000;0.000
418.255;2645.242;1077.700;0.000
418.419;1293.792;394.200;0.000
418.584;540.034;220.100;0.000
